33.6355432,-112.0817598,7,1,128
33.342723,-111.815101,7,1,17
33.4503315936579,-112.359924316406,7,2,65
33.4941099,-112.0471893,7,3,60
33.638183,-111.92861,7,1,128
33.538332,-112.174519,7,3,139
33.2994442,-111.8988633,7,2,127
33.435156,-112.007266,7,8,108
33.4951559,-112.0629953,7,2,99
33.5100097,-112.0152845,7,11,11
33.726734,-111.9256553,7,1,6
33.506201,-112.0739253,7,11,15
33.4805081,-112.0135881,7,3,339
33.493726,-111.930207,7,11,11
33.5811638,-111.8863978,7,6,45
33.621158,-111.875696,7,3,26
33.640625,-112.112867,7,3,11
33.4516709,-111.747846,7,1,7
33.3939901,-111.9396041,7,3,6
33.367535,-111.687516,7,1,7
33.3637746,-111.9095295,7,18,93
33.351089,-111.84303,7,3,11
33.6402914,-112.2286575,7,4,108
33.4075992,-111.8683864,7,1,32
33.3925142,-111.862526,7,3,4
33.494791,-112.0940819,7,1,135
33.4483771,-112.0740373,7,58,84
33.3804367,-111.7538579,7,9,7
33.421909,-111.9506847,7,7,244
33.583163,-111.931007,7,6,26
33.5092985,-112.0922495,7,6,297
33.522307,-112.092979,7,1,13
33.5976058301214,-112.169380187988,7,5,345
33.425938,-111.940346,7,56,67
33.4237766269266,-111.908025741577,7,2,265
33.3924669,-112.0694014,7,1,27
33.555038,-111.894539,7,1,79
33.400506,-112.453416,7,1,50
33.580449,-112.134175,7,4,65
33.4074087,-111.9391415,7,6,84
33.4956035,-112.0999122,7,3,11
33.244485,-111.707283,7,1,203
33.393377,-111.907413,7,5,6
33.348162,-111.9819,7,10,6
33.46803,-111.928759,7,1,72
33.4658582,-111.9133738,7,2,45
33.3003757,-111.741328,7,2,6
33.484457,-112.364146,7,7,49
33.4584037,-112.0655736,7,7,72
33.5835998,-112.0131019,7,9,7
33.639761,-112.056235,7,1,8
33.5670375,-111.9184649,7,5,99
33.5238908,-111.8979041,7,12,11
33.498858,-112.0835024,7,2,119
32.881807,-111.68127,7,1,26
33.495197,-111.906939,7,3,11
33.5818256,-112.1241562,7,11,11
33.6404484,-112.0677151,7,7,27
33.6401052,-112.1292664,7,2,26
33.4150348,-111.9184724,7,3,223
33.45107,-112.055957,7,1,8
33.59836,-111.9814078,7,6,11
33.393868,-111.789925,7,3,7
33.5025941,-111.9296765,7,72,13
33.507557,-112.040116,7,9,46
33.508455,-112.05002,7,1,28
33.3747638,-111.7897112,7,2,65
33.3785217,-111.9286714,7,6,11
33.461919,-112.185806,7,1,48
33.5237137,-112.1504594,7,2,11
33.455728,-111.764728,7,1,291
33.330411,-111.7905455,7,4,11
33.5025941,-111.9296765,7,72,6
33.3811587,-111.7542603,7,6,27
33.2811759,-111.9729996,7,3,11
33.5824859,-111.892395,7,10,11
33.629714,-111.9112,7,3,269
33.378288,-111.85948,7,3,11
33.3344463,-111.8463705,7,5,183
33.6742641,-112.0303041,7,2,59
33.3782766,-111.9077007,7,9,11
33.495304,-112.092068,7,3,11
33.655256,-112.132618,7,4,11
33.6402147,-112.0646931,7,8,26
33.4794687,-112.1255725,7,1,84
33.6695799,-111.9209958,7,4,78
33.6387136,-112.354406,7,8,26
33.6367346,-111.9201211,7,7,11
33.5986425,-112.251327,7,1,211
33.4787939,-111.9259092,7,18,65
33.4151012,-111.7822862,7,2,253
33.291847,-111.841192,7,2,39
33.6236715,-111.9251782,7,5,6
33.477933965703,-112.07352364174,7,5,11
33.6409728,-112.1179247,7,2,69
33.3057338,-111.895941,7,7,127
33.407643,-111.950224,7,7,27
33.546,-111.96828,7,16,6
33.4654529,-112.052224,7,1,162
33.6106247,-111.9778024,7,3,11
33.594892,-112.222145,7,6,139
33.465465,-112.077553,7,4,6
33.3058174,-111.9684613,7,9,48
33.4219219,-111.963713,7,1,1
33.6402046465297,-112.070932388306,7,13,11
33.6666355,-112.1881412,7,1,96
33.9696256,-112.7210267,7,1,33
33.629192,-111.889479,7,9,229
33.503498,-112.065448,7,5,61
33.636322,-111.922456,7,5,11
33.3938674,-111.6941704,7,1,15
33.4642773052969,-112.340354919434,7,4,54
33.306041,-111.8756627,7,5,6
33.3932768,-111.8608509,7,2,60
33.5674315,-112.1025316,7,2,26
33.304758,-111.978292,7,9,44
33.4218663,-111.9888982,7,1,26
33.4064532,-111.97827,7,4,43
33.3016438,-111.8415807,7,10,220
33.304861,-111.927065,7,4,224
33.6239817,-112.4159659,7,3,108
33.5521559,-112.257911,7,3,27
33.5812359,-112.0996322,7,1,11
33.5238657,-112.1161565,7,2,6
33.4493307,-112.0739121,7,40,123
33.5250892,-111.9253313,7,11,142
33.475498,-112.0741598,7,2,11
33.568894,-112.152056,7,1,11
33.3938132,-111.7516742,7,3,11
33.452641,-112.068872,7,19,177
33.6204713615953,-111.892747879028,7,5,63
33.637173,-111.927315,7,6,231
33.5060639,-111.9279252,7,1,77
33.5023881,-111.9172605,7,1,122
33.624647,-112.186182,7,2,27
33.43188,-111.948667,7,1,57
33.4507344216637,-111.681078672409,7,1,24
33.8644291,-112.1353054,7,3,11
33.6398116,-112.1512297,7,5,44
33.4478740331941,-112.072689351505,7,23,24
33.565511,-112.286987,7,1,120
33.493274,-111.9243129,7,20,112
33.45,-112.07,7,12,59
33.425938,-111.940346,7,56,11
33.5688286,-112.1180868,7,2,120
33.2355107,-111.7900624,7,4,65
33.489047,-111.928033,7,3,147
33.2625125,-111.8090337,7,1,155
33.5403655,-111.8852673,7,3,361
33.584831,-111.9777114,7,25,175
33.481615,-111.922438,7,2,354
33.428589,-111.962879,7,1,29
33.402505,-111.944133,7,1,47
33.4170691,-111.9230005,7,1,11
33.5974239,-111.885188,7,1,247
33.429154,-111.90036,7,9,177
33.4881853,-112.0832293,7,14,79
33.4997186,-111.9263271,7,26,38
33.3022008,-111.8410615,7,2,119
33.4073986,-111.8758898,7,1,6
33.678615,-111.9746066,7,56,33
33.5038981,-112.0477513,7,2,256
33.4202675,-111.9771604,7,1,28
33.4951347,-111.9971679,7,6,82
33.392858,-111.632599,7,2,208
33.4222653,-111.9199824,7,1,11
33.525861,-112.048124,7,6,11
33.4217931838016,-111.959706544876,7,8,185
33.447654,-111.997989,7,2,6
33.62802,-111.862793,7,1,157
33.474237,-112.0650971,7,12,307
33.4647459,-112.2767581,7,4,35
33.304385,-111.970545,7,2,28
33.612867,-111.91446,7,1,246
33.5182825,-112.0646951,7,10,7
33.5102068,-112.0272041,7,24,265
33.4132779,-111.6846354,7,1,11
33.581586,-111.925693,7,16,27
33.4842339783194,-112.075116563471,7,5,7
33.5336234,-111.9652641,7,2,65
33.321985,-111.987816,7,3,49
33.260653,-111.857424,7,2,6
33.5824523,-111.8852747,7,6,6
33.376439,-111.858669,7,3,23
33.4870816,-111.9089158,7,3,6
33.5023042,-111.9366139,7,1,106
33.637679,-112.226631,7,5,127
33.5839581,-111.9788671,7,25,49
33.5091033,-112.0582902,7,4,72
33.379387,-111.806152,7,2,7
33.4800078,-111.9844444,7,10,30
33.5820545,-112.1346348,7,4,11
33.4073485,-111.8816881,7,1,148
33.2125748081159,-111.67526753516,7,2,10
33.450415,-112.264944,7,1,65
33.3889034,-111.8403127,7,4,224
33.6376847,-112.0623802,7,4,11
33.449186,-111.954417,7,1,57
33.5019817,-111.9276185,7,25,38
33.3197988,-111.929773,7,6,11
33.575463,-112.051049,7,1,32
33.4501794137007,-111.927112340927,7,8,297
33.517587,-112.064795,7,10,101
33.750575,-111.860187,7,2,11
33.508055,-112.266316,7,1,11
33.305681,-111.897553,7,20,11
33.3051209,-111.9434616,7,1,296
33.4945855,-112.0689504,7,1,33
33.725307,-111.978189,7,1,280
33.4923301,-111.9271891,7,18,64
33.3792903,-111.6849798,7,2,123
33.4611804411431,-112.359774112701,7,2,98
33.675208,-112.027447,7,1,116
33.463597,-111.923057,7,1,54
33.345569,-111.831218,7,1,72
33.566733,-111.917006,7,1,11
33.6217929,-111.965244,7,1,84
33.2853711,-111.8930429,7,1,18
33.5955711,-112.1199991,7,3,17
33.62262,-111.903806,7,5,139
33.6402102,-112.0663313,7,7,32
33.4074405,-111.9098422,7,13,7
33.42,-111.57,7,1,57
33.248163,-111.647433,7,4,6
33.439484,-111.930843,7,3,49
33.3054275,-111.9790116,7,6,11
33.380583,-111.7538379,7,9,11
33.639472,-112.071469,7,13,17
33.3053261,-111.8961126,7,7,30
33.580276,-111.924064,7,6,63
33.671419,-112.117988,7,2,44
33.5971367,-112.0142173,7,8,11
33.63782,-111.996763,7,1,261
33.4936893,-111.9306348,7,11,11
33.440699,-112.070571,7,1,186
33.465904,-111.943049,7,1,297
33.511332,-112.06434,7,5,39
33.4368974,-111.9300378,7,1,11
33.348661,-111.961173,7,3,44
33.4483771,-112.0740373,7,58,79
33.4474542,-112.0745395,7,58,38
33.6250949,-111.9254919,7,8,65
33.4157277,-111.7256994,7,4,99
33.4952029,-112.026325,7,1,13
33.413062,-111.875533,7,13,7
33.264165,-111.858048,7,9,296
33.4953239,-112.099296,7,1,26
33.448654,-112.073195,7,23,7
33.5064946015062,-112.074987888336,7,11,65
33.3928523,-111.9360171,7,3,68
33.4146742,-111.913402,7,2,11
33.5098766,-112.340743,7,2,63
33.324838,-111.788696,7,1,18
33.583968,-111.978793,7,25,65
33.63236,-112.13216,7,2,121
33.6408013353068,-112.031157729515,7,6,72
33.37942,-111.784494,7,3,11
33.348109,-111.912238,7,5,24
33.6384612,-112.3610688,7,1,98
33.480391,-111.978627,7,2,26
33.4645731,-112.2727574,7,5,11
33.422319,-111.935733,7,7,135
33.65379,-112.23381,7,5,133
33.583236,-111.980322,7,2,106
33.4982894,-111.9275491,7,25,108
33.579534,-111.924068,7,6,142
33.55256,-112.2623,7,4,72
33.609866,-112.013801,7,5,65
33.611202,-112.240062,7,2,177
33.6125018,-111.9791228,7,5,11
33.274698,-111.8602,7,3,199
33.2912857,-111.9697344,7,1,287
33.6318047,-112.3418557,7,3,63
33.422647,-111.857003,7,1,7
33.293696,-111.899509,7,1,200
33.363016,-111.841114,7,3,9
33.7317661,-112.2628637,7,1,29
33.509035,-112.264667,7,3,133
33.610933335559,-112.36019533595,7,1,11
33.5061279,-112.359271,7,1,163
33.489906,-112.048002,7,1,389
33.3781419,-112.166369,7,6,43
33.4068759,-111.956194,7,3,62
33.2917881,-111.8236287,7,3,78
33.393607,-111.849314,7,2,373
33.5298046,-111.9589233,7,1,178
33.4625303,-112.3581968,7,8,7
33.596624,-112.203257,7,2,26
33.376439,-111.858669,7,3,27
33.5478355,-112.0474569,7,5,17
33.8258769,-111.9244066,7,2,6
33.6097989,-111.9271921,7,7,26
33.388722,-111.545112,7,2,11
33.4513555,-112.046606,7,1,44
33.4494395,-111.8049298,7,3,8
33.3273522,-111.8585331,7,2,43
33.61,-112.23,7,1,159
33.5094226,-112.0710576,7,4,139
33.511391,-112.069119,7,7,111
33.321492,-111.929858,7,2,7
33.5821196,-112.1137444,7,1,39
33.4946757,-112.0449608,7,1,11
33.396253,-111.9396252,7,1,97
33.6803004,-111.8330106,7,1,314
33.5005043,-112.0827581,7,7,11
33.3780682,-111.9402788,7,3,11
33.56025,-111.8881588,7,1,269
33.637161,-112.19974,7,2,265
33.542193,-111.925634,7,2,265
33.6099116,-111.7295047,7,1,9
33.5825532,-111.9301931,7,13,486
33.6400224,-112.1113493,7,4,162
33.497568,-111.929223,7,25,4
33.449806,-112.3582136,7,2,10
33.6400079,-112.0872865,7,1,11
33.492988,-111.925775,7,26,6
33.3203054,-111.8904419,7,11,11
33.5389,-112.1854,7,2,129
33.4222436,-111.9349687,7,5,140
33.480016,-112.080631,7,7,120
33.3821564,-111.8059975,7,7,15
33.449188,-112.0772,7,34,68
33.4986286,-111.9224398,7,11,278
33.438104,-111.910235,7,1,72
33.3872039,-111.935773,7,1,336
33.4501203,-112.2610502,7,3,26
33.3215648,-111.7104102,7,2,99
33.3441274,-111.7895137,7,1,137
33.5827091181461,-111.893676720267,7,5,142
33.480678,-112.020834,7,1,99
33.5098717,-112.0124729,7,8,109
33.6186869771145,-111.892686294684,7,4,93
33.475302,-111.925588,7,8,181
33.2607328,-111.7896154,7,6,98
33.625566,-111.929198,7,5,13
33.5833003,-111.977784,7,25,6
33.493973,-112.2920313,7,2,11
33.446551,-112.290989,7,1,84
33.3051122,-111.99506,7,3,11
33.6151575,-111.9264331,7,5,6
33.4946746890568,-111.922958252286,7,14,102
33.476082,-111.986469,7,2,11
33.5722046,-111.8868624,7,1,72
33.581154,-111.927268,7,16,346
33.5838591,-111.9270916,7,22,61
33.656005,-112.09836,7,6,133
33.3118314,-111.8597433,7,2,63
33.38449,-111.80411,7,2,11
33.526423,-112.186604,7,1,11
33.425711,-111.94047,7,56,7
33.4474542,-112.0745395,7,58,10
33.4157359,-111.7487048,7,2,7
33.5737618,-111.5376716,7,2,168
33.6282799,-111.8550721,7,4,17
33.3344463,-111.8463705,7,5,39
33.4149566,-111.8400473,7,4,11
33.4242143,-111.9993146,7,1,6
33.5846927,-112.0131157,7,9,11
33.350139,-111.929204,7,6,35
33.6100381,-112.2387584,7,7,6
33.305681,-111.897553,7,20,22
33.4977299,-111.9263351,7,21,39
33.4874871,-111.9251075,7,2,408
33.4382789,-112.0178286,7,8,68
33.448333,-112.074127,7,58,27
33.4888414,-112.0054355,7,1,318
33.422728,-111.951494,7,9,11
33.642857,-111.976907,7,2,71
33.6397913,-112.2245556,7,23,63
